12,"[-0.8217931052095447, -0.0013105366359266683]"
1,"[1.0949032460630388, 0.006256092236081968, 0]"
0,"[-0.08992117848120486, -0.00042498934944464]"
2,"[0.5730303111326888, -0.08030112687627837]"
3,"[-0.33975132993076995, -0.12970792828954023]"
5,"[-0.2519696274377083, -0.07750361840761047]"
6,"[-0.0076847223691886984, -1.2256553651989899]"
8,"[0.1791770560545788, 0.09255303685241256]"
9,"[-0.3025289522866671, -0.008497064255531967]"
11,"[-2.1001752290098494, 0.005346336392516849]"
12,"[-0.6975986617907233, -0.07098961414875969]"
1,"[1.0382923311964278, 1.4901161193847656e-08, 0]"
0,"[-0.09084659128774301, 1.4901161193847656e-08]"
2,"[0.3658802411576285, -0.00756361003823207]"
3,"[-0.4821745942147469, 0.006841188285848356]"
5,"[-0.1989710442213384, -0.011110110764224098]"
6,"[0.7312123668668987, -0.0514326387197729]"
8,"[0.0895853001295581, 0.004777304136932627]"
9,"[-0.2692416262602771, -0.0035957532424594763]"
11,"[-1.904389399895016, 0.0025260511767572743]"
12,"[0.3945433380402405, -0.0021869946560717315]"
1,"[1.0382923311964278, 1.4901161193847656e-08, 0]"
0,"[-0.09084659128774301, 1.4901161193847656e-08]"
2,"[0.3589397574141395, -0.0047453987640073]"
3,"[-0.4918324611004355, 0.013577319005558277]"
5,"[-0.19749184042018886, -0.009519592855692496]"
6,"[0.7516896489717408, 0.008193249637005795]"
8,"[0.08640620598874015, 0.0023151910926040866]"
9,"[-0.27120737239330284, -0.004283026363107423]"
11,"[-1.8995285261674546, 0.0022979663924007463]"
12,"[0.436843468402502, 0.0009545059955480366]"
1,"[1.0141206086219356, -0.0006553079007992876, 0]"
0,"[-0.0899019157279304, -0.00044306598774212456]"
2,"[0.350824111592847, 0.11401273746139853]"
3,"[-0.4312871774467111, -0.04158927423039448]"
5,"[-0.19270959597353923, 0.01897217888137535]"
6,"[0.9596012484594906, 1.2377670263831204]"
8,"[0.07595981852327215, -0.08501058165670136]"
9,"[-0.29553689115472903, 0.05621555176095151]"
11,"[-1.712007622712202, -0.018515116899690653]"
12,"[0.3851687552533082, 0.01021650720212365]"
1,"[0.9986934433602603, 0.0, 0]"
0,"[-0.09084655884315142, 0.0]"
2,"[0.6233429719196079, -0.004235024351603785]"
3,"[-0.40679883789976573, 0.02483091728824279]"
5,"[-0.20579116886412502, -0.010085680130979336]"
6,"[0.02751894921890015, 0.025568217228372835]"
8,"[0.1546986939444686, 0.00211313494687262]"
9,"[-0.4641395996695532, -0.004991758008461861]"
